Unnamed: 0,Item,Shape,Color,Stock Pcs.,Stock Wt.,Description,Cp Std,Size,Origin,Gem Type
1.0,SRD00192225,RD,Blue,1.0,2.25,Blue Sapphire Rounds 7.70,300.0,07.70,,Sapp
1.0,SRD00194377,RD,Blue,1.0,3.77,Blue Sapphire Rounds 9.34,300.0,09.34,,Sapp
1.0,SRD00195135,RD,Blue,1.0,1.35,Blue Sapphire Rounds 6.00,300.0,06.00,,Sapp
1.0,SRD00196193,RD,Blue,2.0,1.93,Blue Sapphire Rounds 5.70|5.65,300.0,05.70 | 05.65,,Sapp
1.0,SRD00199203,RD,Blue,2.0,2.03,Blue Sapphire Rounds 6.1|6.2,300.0,06.10 | 06.20,,Sapp
1.0,SRD00200232,RD,Blue,2.0,2.32,Blue Sapphire Rounds 6.4|6.1,300.0,06.40 | 06.10,,Sapp
1.0,SRD00201242,RD,Blue,2.0,2.42,Blue Sapphire Rounds 6.6|6.7,300.0,06.60 | 06.70,,Sapp
1.0,SRD00202252,RD,Blue,2.0,2.52,Blue Sapphire Rounds 6.5|6.6,300.0,06.50 | 06.60,,Sapp
1.0,SRD00204825,D/C,Blue,2.0,8.25,Blue Sapphire Round Pair 9.0mm,230.0,09.00,,Sapp
1.0,SRD00205335,D/C,Blue,2.0,3.35,Blue Sapphire Round Pair 7.50mm,450.0,07.50,,Sapp
1.0,SRD00206264,D/C,Blue,2.0,2.64,Blue Sapphire Round Pair 6.08mm,450.0,06.08,,Sapp
1.0,SRD00207312,D/C,Blue,2.0,3.12,Blue Sapphire Round Pair 6.60mm,210.0,06.60,,Sapp
1.0,SRD00208293,D/C,Blue,2.0,2.93,Blue Sapphire Round Pair 7.2|7.1,370.0,07.20 | 07.10,,Sapp
1.0,SRD00209312,D/C,Blue,2.0,3.12,Blue Sapphire Round Pair 6.90mm,280.0,06.90,,Sapp
1.0,SRD00210359,D/C,Blue,2.0,3.59,Blue Sapphire Round Pair 6.80 mm | 6.76 mm,450.0,06.80 | 06.76,,Sapp
1.0,SRD00211264,D/C,Blue,2.0,2.64,Blue Sapphire Round Pair 6.50 mm,450.0,06.50,,Sapp
1.0,SRD00212364,D/C,Blue,2.0,3.64,Blue Sapphire Round Pair 7.20 mm,450.0,07.20,,Sapp
1.0,SRD00213323,D/C,Blue,2.0,3.23,Blue Sapphire Round Pair 7.00 mm,450.0,07.00,,Sapp
1.0,SRD00214346,D/C,Blue,2.0,3.46,Blue Sapphire Round Pair 7.00 mm,450.0,07.00,,Sapp
1.0,SRD00215224,D/C,Blue,2.0,2.24,Blue Sapphire Round Pair 6.45 mm,450.0,06.45,,Sapp
1.0,SRD00216327,D/C,Blue,2.0,3.27,Blue Sapphire Round Pair 6.9&6.8mm,400.0,06.90,,Sapp
1.0,SRD00217254,D/C,Blue,1.0,2.54,Blue Sapphire Round 7.90MM,200.0,07.90,,Sapp
1.0,SRD00218358,D/C,Blue,2.0,3.58,Blue Sapphire Round Pair 6.90|7.30,150.0,06.90 | 07.30,,Sapp
1.0,SRD00220153,D/C,Blue,1.0,1.53,Blue Sapphire Round 7.10,210.0,07.10,,Sapp
1.0,SRD00221114,D/C,Blue,1.0,1.14,Blue Sapphire Round 6.16,210.0,06.16,,Sapp
1.0,SRD00222175,D/C,Blue,2.0,1.75,Blue Sapphire Round 6.1|5.9,210.0,06.10 | 05.90,,Sapp
1.0,SRD00223332,D/C,Blue,2.0,3.32,Blue Sapphire Round Pair 6.50,210.0,06.50,,Sapp
1.0,SRD00224265,D/C,Blue,2.0,2.65,Blue Sapphire Round Pair 6.6|6.4,210.0,06.60 | 06.40,,Sapp
1.0,SRD00225147,D/C,Blue,1.0,1.47,Blue Sapphire Round 6.40,210.0,06.40,,Sapp
1.0,SRD0027197,D/C,Blue,1.0,1.97,Australia Sapphire Round D/C 7.00,60.0,07.00,Australia,Sapp
1.0,SRD0041247,D/C,Blue,1.0,2.47,Ceylon Sapphire Round D/C 7.71,120.0,07.71,Ceylon,Sapp
1.0,SRD0048162,RD,Blue,1.0,1.62,Blue Sapphire Round 6.80,100.0,06.80,,Sapp
1.0,SRD0049175,RD,Blue,1.0,1.75,Blue Sapphire Round 6.50,150.0,06.50,,Sapp
1.0,SRD0054218,RD,Blue,1.0,2.18,Blue Sapphire Round 7.64,150.0,07.64,,Sapp
1.0,SRD0056115,RD,Blue,1.0,1.15,Blue Sapphire Round 6.32,210.0,06.32,,Sapp
1.0,STR00001461,TRI,Blue,1.0,4.61,Ceylon Sapphirehire Trillion 10.00,180.0,10.00,Ceylon,Sapp
1.0,STR00002204,TRI,Blue,1.0,2.04,Ceylon Sapphire trillion 7.80,300.0,07.80,Ceylon,Sapp
1.0,STR00003232,TRI,Blue,1.0,2.32,Ceylon Sapphire trillion 10.73x7.03,230.0,10.73 x 07.03,Ceylon,Sapp
1.0,STR00004222,TRI,Blue,2.0,2.22,Ceylon Sapphire trillion 6.5x6.3|6.7x6.5,230.0,06.50 x 06.30 | 06.70 x 06.50,Ceylon,Sapp
1.0,STR00008393,TR,Blue,1.0,3.93,Sapphire Trillion 10.15 X 9.03,320.0,10.15 x 09.03,,Sapp
1.0,STR00009383,TR,Blue,2.0,3.83,Sapphire Trillion 10.3x6.8,100.0,10.30 x 06.80,,Sapp
1.0,STR00010293,TR,Blue,2.0,2.93,Sapphire Trillion 7.1x7.0x6.5,120.0,07.10 x 07.00,,Sapp
1.0,STR00011287,TR,Blue,2.0,2.87,Sapphire Trillion 7.1x6.9x6.5,100.0,07.10 x 06.90,,Sapp
1.0,STR00012164,TR,Blue,1.0,1.64,Sapphire Trillion 7.29x7.24x7.11,230.0,07.29 x 07.24,,Sapp
1.0,STR00013185,TR,Blue,1.0,1.85,Sapphire Trillion 8.95 X 8.65,100.0,08.95 x 08.65,,Sapp
1.0,TSCU00001208,CUS,Green,1.0,2.08,Green Teal Sapphire Cushion 8.5x5.2,160.0,08.50 x 05.20,,Sapp
1.0,TSCU00002241,CUS,Green,1.0,2.41,Green Teal Sapphire Cushion 7.26x7.21,160.0,07.26 x 07.21,,Sapp
1.0,TSCU00003215,CUS,Green,1.0,2.15,Green Teal Sapphire Cushion 7.27 x 7.11,160.0,07.27 x 07.11,,Sapp
1.0,TSCU00004213,CUS,Green,1.0,2.13,Green Teal Sapphire Cushion 8.3 x 5.4,160.0,08.30 x 05.40,,Sapp
1.0,TSOV00001230,OV,Green,1.0,2.3,Green Teal Sapphire Oval pair 8.3 x 6.8MM,160.0,08.30 x 06.80,,Sapp
1.0,TSOV00003426,OV,Green,2.0,4.26,Green Teal Sapphire Oval Pair 7.7x6.6|7.6x6.2,160.0,07.70 x 06.60 | 07.60 x 06.20,,Sapp
1.0,TSOV00004416,OV,Green,2.0,4.16,Green Teal Sapphire Oval Pair 7.83x6.35|7.8x6.25,160.0,07.83 x 06.35 | 07.80 x 06.25,,Sapp
1.0,TSOV00006222,OV,Green,1.0,2.22,Green Teal Sapphire Oval 8.0 x 6.5MM,160.0,08.00 x 06.50,,Sapp
1.0,TSOV00008432,OV,Green,2.0,4.3,Green Teal Sapphire Oval 8.0 x 6.0(MIX),160.0,08.00 x 06.00,,Sapp
1.0,TSOV00009217,OV,Green,1.0,2.17,Green Teal Sapphire Oval 8.15 x 7.10,160.0,08.15 x 07.10,,Sapp
1.0,TSRD00002077,RDS,Green,1.0,0.77,Green Teal Sapphire Round 6.11MM,80.0,06.11,,Sapp
1.0,TSRD00004121,RDS,Green,1.0,1.21,Green Teal Sapphire Round 6.4 ,100.0,06.40,,Sapp
1.0,TSRD00007317,RDS,Green,2.0,3.17,Green Teal Sapphire Round 6.50mm,160.0,06.50,,Sapp
1.0,WSCU00001207,CUS,White,1.0,2.07,Padparadsha cushion 7.5 x 7.6,50.0,07.60 x 07.50,,Sapp
1.0,WSCU00002257,CUS,White,1.0,2.57,White Sapphire cushion 9.5 x 6.8,45.0,09.50 x 06.80,,Sapp
1.0,WSCU00003321,CUS,White,2.0,3.21,Sapphire cushion EC 8.9 x 5.8,50.0,08.90 x 05.80,,Sapp
1.0,WSEC00001457,E/C,White,2.0,4.57,White Sapphire emerald cut 9.7 x 6.7,70.0,09.70 x 06.70,,Sapp
1.0,WSEC00004223,E/C,White,1.0,2.23,Padparadscha emerald cut 8.1 x 7.0,50.0,08.10 x 07.00,,Sapp
1.0,WSEC00005206,E/C,White,1.0,2.06,Padparadscha E/C 7.41 x 5.60,140.0,07.41 x 05.60,,Sapp
1.0,WSOV00001176,OV,White,1.0,1.76,White Sapphire Oval 8.98 x 6.25,140.0,08.98 x 06.25,,Sapp
1.0,WSOV00003535,OV,White,2.0,5.35,Sapphire Oval 9.30 X 7.5 | 8.47 x 7.13,100.0,09.30 x 07.50 | 08.47 x 07.13,,Sapp
1.0,WSOV00004480,OV,White,2.0,4.8,Sapphire Oval 9.6x7.4|8.2x6.9,55.0,09.60 x 07.40 | 08.20 x 06.90,,Sapp
1.0,WSOV00005345,OV,White,2.0,3.45,Sapphire Oval 8.26x6.8 | 7.60x6.00,50.0,08.26 x 06.80 | 07.60 x 06.00,,Sapp
1.0,WSOV00007470,OV,White,2.0,4.7,Sapphire Oval 8x6 | 7.1x5.1,46.0,08.00 x 06.00 | 07.10 x 05.10,,Sapp
1.0,YS0013224,CUS,Yellow,1.0,32.24,Yellow Sapphire Natural CUSHION                                                                                          GIA CERTIFIED 5234277311 ,150.0,19.50 x 14.50,,Sapp
1.0,YSCU00001394,CUS,Yellow,1.0,3.94,Yellow Sapphire Cushion 9.40 x 9.00                                                                                              ,50.0,09.40 x 09.00,,Sapp
1.0,YSCU00002156,CUS,Yellow,1.0,1.56,"Yellow Sapphire Cushion 6.4 x 6.2
Pastel Color ",50.0,06.40 x 06.20,,Sapp
1.0,YSEC00001170,E/C,Yellow,1.0,1.7,Yellow Sapphire E/C 7.9 x 6.1                                                                                              ,100.0,07.90 x 06.10,,Sapp
1.0,YSEC00002560,E/C,Yellow,1.0,5.6,Yellow Sapphire E/C - 10 x 8.2,90.0,10.00 x 08.20,,Sapp
1.0,YSEC00003375,E/C,Yellow,1.0,3.75,Yellow Sapphire E/C - 10.6 x 6.8,90.0,10.60 x 06.80,,Sapp
1.0,YSEC00004405,E/C,Yellow,1.0,4.05,Yellow Sapphire E/C - 11.3 x 6.3,90.0,11.30 x 06.30,,Sapp
1.0,YSEC00005322,E/C,Yellow,1.0,3.22,Yellow Sapphire E/C - 9.7 x 6,90.0,09.70 x 06.00,,Sapp
1.0,YSEC00006365,E/C,Yellow,1.0,3.65,Yellow Sapphire E/C - 10.5 x 6.7,90.0,10.50 x 06.70,,Sapp
1.0,YSEC00007253,E/C,Yellow,1.0,2.53,Yellow Sapphire E/C - 9.5 x 6.3,90.0,09.50 x 06.30,,Sapp
1.0,YSEC00008395,E/C,Yellow,1.0,3.95,Yellow Sapphire E/C - 9.7 x 6.5,90.0,09.70 x 06.50,,Sapp
1.0,YSEC00009378,E/C,Yellow,1.0,3.78,Yellow Sapphire E/C - 9.5 x 6.6,90.0,09.50 x 06.60,,Sapp
1.0,YSOV00001199,OV,Yellow,1.0,1.99,Yellow Sapphire Oval 7.6 x 6.5                                                                                              ,50.0,07.60 x 06.50,,Sapp
1.0,YSOV00002233,OV,Yellow,2.0,2.33,Yellow Sapphire Oval 7.0 x 5.0,50.0,07.00 x 05.00,,Sapp
1.0,YSOV00003442,OV,Yellow,2.0,4.42,Yellow Sapphire Oval 8.5x6.7|9.1x6.5,50.0,08.50 x 06.70 | 09.10 x 06.50,,Sapp
1.0,YSOV00004450,OV,Yellow,2.0,4.5,Yellow Sapphire Oval 8.2 x 6.8,46.0,08.20 x 06.80,,Sapp
1.0,YSOV00006454,OV,Yellow,2.0,4.54,Yellow Sapphire Oval 8.9x7.3|8.8x6.6,70.0,08.90 x 07.30 | 08.80 x 06.60,,Sapp
1.0,YSOV00007269,OV,Yellow,1.0,2.69,Yellow Sapphire Oval- 9.9 x 7.4,90.0,09.90 x 07.40,,Sapp
1.0,YSOV00008347,OV,Yellow,1.0,3.47,Yellow Sapphire Oval- 9.6 x 7.2,90.0,09.60 x 07.20,,Sapp
1.0,YSOV00009279,OV,Yellow,1.0,2.79,Yellow Sapphire Oval- 9.4 x 6.7,90.0,09.40 x 06.70,,Sapp
1.0,YSRD00001235,D/C,Yellow,1.0,1.12,Yellow Sapphire Round D/C 7.00,100.0,07.00,,Sapp
1.0,YSRD00002182,D/C,Yellow,1.0,1.82,Yellow Sapphire Round D/C 8.00                                                                                              ,100.0,08.00,,Sapp
1.0,YSRD00003289,D/C,Yellow,2.0,2.89,Yellow Sapphire Round D/C 6.20                                                                                              ,50.0,06.20,,Sapp
1.0,YSRD00005454,D/C,Yellow,2.0,3.27,Yellow Sapphire Round 7.50,100.0,07.50,,Sapp
1.0,YSTR00001170,TR,Yellow,1.0,1.7,Yellow Sapphire Trillion 9.0 x 6.5                                                                                              ,70.0,09.00 x 06.50,,Sapp
